"ID","duration","language","canton","other_canton","house","other_house","WOGENO_BE_house","GEWOBA_ZG_house","time_house","role_no","role_board","role_association","role_workgroup","role_other","role_other_spec","coop_1_4R","coop_3_5R","coop_4_3R","coop_8_2R","middle_name","birth_month","mother","father","factor_analysis","other_dv","outcome1","outcome2","outcome3","sd","completed","house_old","coop_1_1","coop_1_2","coop_1_3","coop_1_4","coop_1_5","coop_2_1","coop_2_2","coop_2_3","coop_2_4","coop_3_1","coop_3_2","coop_3_3","coop_3_4","coop_3_5","coop_4_1","coop_4_2","coop_4_3","coop_4_4","coop_5_1","coop_5_2","coop_5_3","coop_5_4","coop_6_1","coop_6_2","coop_6_3","coop_6_4","coop_6_5","coop_7_1","coop_7_2","coop_7_3","coop_8_1","coop_8_2","coop_8_3","coop_8_4","coop_9_1","coop_9_2","coop_9_3","dv_market_1","dv_market_2","dv_market_3","dv_env_1","dv_env_2","dv_env_3","soc_id_neigh_1","soc_id_neigh_2","soc_id_neigh_3","soc_id_neigh_4","soc_id_hc_1","soc_id_hc_2","soc_id_hc_3","soc_id_hc_4","mor_house_1","mor_house_2","mor_house_3","ce_house_1","ce_house_2","anger_house_1","anger_house_2","anger_house_3","mor_market_1","mor_market_2","mor_market_3","ce_market_1","ce_market_2","anger_market1_1","anger_market1_2","anger_market1_3","anger_market2_1","anger_market2_2","mor_env_1","mor_env_2","mor_env_3","ce_env_1","ce_env_2","anger_env_1","anger_env_2","gender","birth_year_code","n_household","n_children_hh","education","pol_orientation","nationality","second_nat","nat_no_ch","pers_income","joint_income","prop_income","prop_rent_joint","prop_rent_single","n_children","birth_year","age","gender_m_w","gender_o_w","prop_income_num","pers_income_num","n_adults","pers_income_final","income_flag","age_s","n_hh_s","income_s","si_h","mor_h","ce_h","an_h","si_m_e","mor_m","ce_m","an_m","an_m_eco","an_m_soc","mor_e","ce_e","an_e","C1","C2","C3","C4","C5","C6","C7","dv_env","dv_soc","si_h_s","mor_h_s","ce_h_s","an_h_s","si_m_e_s","mor_m_s","ce_m_s","an_m_s","an_m_eco_s","an_m_soc_s","mor_e_s","ce_e_s","an_e_s","dv_eco"
22,650,2,4,NA,12,NA,NA,-66,5,NA,1,NA,1,NA,NA,5,2,2,2,"V",10,"E","L",1,1,1,1,1,1,1,12,6,6,6,3,6,7,6,7,5,4,5,3,7,6,6,7,6,7,7,6,6,6,5,6,7,6,6,6,6,3,6,6,6,6,7,7,6,7,6,7,5,5,5,7,7,7,7,7,7,5,5,5,5,5,7,7,5,5,4,5,5,6,6,6,6,5,5,7,7,5,5,5,5,5,6,6,2,65,2,0,5,3,1,NA,NA,9,2,-77,-77,1,0,1984,41,1,0,NA,8000,2,8000,"not joint ok",-0.906748557601887,-0.41539893872963,0.46354398097336,7,5,7,4.66666666666667,6,5.33333333333333,6,6,7,5.33333333333333,5,5,6,5.57142857142857,6.57142857142857,5,6,6,6,6.66666666666667,5,6.5,1.31426237575242,-0.480417809319725,1.10931439181795,0.596802767864074,0.679299511415895,0.224801476463311,0.274481177840473,0.775480434346397,0.685500286361462,0.649589682424369,-0.836022415792483,-0.334150344530194,0.278134356867261,7
25,1696,2,4,NA,13,NA,NA,-66,1.5,NA,NA,NA,1,NA,NA,NA,6,4,NA,"s",9,"c","k",1,1,1,1,1,1,1,13,6,6,7,4,4,5,5,4,2,1,1,6,6,2,5,6,4,7,6,5,6,5,4,1,3,1,1,6,7,6,1,6,1,1,3,1,1,7,7,6,7,7,7,7,7,5,6,6,7,4,4,5,5,5,5,5,6,6,4,4,2,4,6,7,4,5,5,6,7,5,5,3,4,4,6,5,1,38,1,0,2,3,2,"Allemande",NA,1,2,-77,-77,6,0,1957,68,0,0,NA,0,1,4000,"not joint but no income => NA",1.02052473634678,-0.8104469208068,-0.355930433054237,6.25,5,5,5.33333333333333,5.25,3.33333333333333,6.5,5.4,6.5,4.66666666666667,4.33333333333333,4,5.5,5.14285714285714,5.42857142857143,3.8,5.33333333333333,2.25,1,1.66666666666667,7,6.5,0.431548839799302,-0.480417809319725,-1.13309754876351,1.01943133738155,0.0728914714684322,-1.30477557988499,0.789133386291359,0.207636033456654,0.201099655742014,0.165149919260433,-1.4724408638006,-1.1449563275814,-0.0995789672734637,7
26,936,2,3,NA,17,NA,NA,-66,6,NA,1,1,1,NA,NA,4,4,3,6,"X",1,"X","X",1,1,1,1,1,1,1,17,5,6,6,4,6,6,3,5,4,4,4,5,6,4,3,3,5,7,6,4,3,5,4,1,2,2,3,7,6,6,4,2,2,2,6,5,6,7,6,6,6,5,6,6,6,5,5,4,4,4,4,6,6,6,5,5,6,5,4,5,5,5,7,7,5,4,3,5,5,6,6,6,5,5,3,3,2,72,3,1,5,4,3,NA,NA,7,1,4,1,-77,1,1991,34,1,0,0.7,6000,2,4285.71428571429,"joint ok",-1.40641200418117,-0.0203509566524603,-0.29739654633798,5.5,6,5,5,4,5,7,4.4,5,4,6,5,3,5,5.71428571428571,4.4,4,2.5,2.5,5.66666666666667,5.66666666666667,6,-0.451164696153817,0.42036558315476,-1.13309754876351,0.808117052622812,-0.937788595110672,-0.0301280329280723,1.30378559474225,-0.738771301359585,-1.25210223611633,-0.319289843903504,0.118605256219695,-0.334150344530194,-1.98814558797709,7
27,804,2,3,NA,17,NA,NA,-66,6,NA,NA,1,1,NA,NA,6,2,4,5,"G",6,"G","P",1,1,1,1,1,1,1,17,6,5,7,2,5,5,2,6,6,6,6,6,5,6,6,5,4,7,6,6,6,6,5,4,4,5,5,5,4,3,5,3,2,7,7,7,6,7,7,7,7,6,7,7,7,7,7,6,7,6,5,6,4,6,6,6,2,4,2,6,4,6,5,6,5,5,4,7,7,7,6,6,6,5,7,7,1,56,3,1,5,3,1,NA,NA,6,1,3,2,-77,1,1975,50,0,0,0.5,5000,2,5000,"joint ok",-0.264324126285665,-0.0203509566524603,-0.151061829547337,7,5.33333333333333,6,2.66666666666667,6,5.33333333333333,5.5,5.6,7,4.66666666666667,6.33333333333333,5.5,7,4.57142857142857,5.28571428571429,5.8,6,4.5,4.75,6.66666666666667,6.66666666666667,7,1.31426237575242,-0.180156678494897,-0.0118915784727806,-0.671082940688358,0.679299511415895,0.224801476463311,-0.240171030610414,0.396917500419901,0.685500286361462,0.165149919260433,0.436814480223754,0.071252646995409,1.03356100514871,7
29,1341,3,1,NA,3,NA,NA,-66,7,NA,NA,NA,1,NA,NA,6,2,NA,7,"U",11,"J","A",1,1,1,1,1,1,1,3,6,7,6,2,4,2,4,4,5,6,7,4,4,6,4,5,4,6,5,5,6,6,5,6,5,1,5,6,6,6,2,1,1,5,6,1,1,7,6,6,6,6,6,7,7,4,4,6,7,4,4,6,6,5,5,5,5,4,4,4,4,4,5,5,4,3,3,7,7,6,6,6,6,6,5,6,1,31,9,0,5,3,1,NA,NA,1,2,-77,-77,2,0,1950,75,0,0,NA,0,9,1333.33333333333,"not joint but no income => NA",1.52018818292606,2.34993693581056,-0.902246709072634,5.5,5.66666666666667,5,4.33333333333333,5.25,4,5,4.8,7,3.33333333333333,6,6,5.5,5.42857142857143,4.57142857142857,5,5.66666666666667,5.25,2.25,2.66666666666667,6,6,-0.451164696153817,0.120104452329932,-1.13309754876351,0.385488483105335,0.0728914714684322,-0.794916561102222,-0.7548232390613,-0.36020836743309,0.685500286361462,-0.80372960706744,0.118605256219695,0.476655638521012,-0.0995789672734637,7
30,479,3,1,NA,3,NA,NA,-66,3,NA,NA,NA,NA,1,"cluster Wohnung ",5,4,4,6,"M",4,"E","B",1,1,1,1,1,1,1,3,6,6,6,3,6,6,6,6,7,6,6,5,6,4,5,5,4,6,6,6,6,6,6,5,6,6,5,6,7,7,7,2,6,7,7,7,6,7,6,5,5,5,5,7,7,6,5,4,6,4,6,5,5,6,6,7,5,3,4,4,5,5,4,5,4,5,5,7,7,6,6,6,6,5,6,7,2,66,10,0,6,2,1,NA,NA,7,2,-77,-77,1,0,1985,40,1,0,NA,6000,10,6000,"not joint ok",-0.978129049970356,2.74498491788773,0.0538067739595617,6.25,5.33333333333333,6.5,4,5,4.66666666666667,4.5,5.6,7,4.66666666666667,6,5.5,6.5,6.42857142857143,5.57142857142857,5.6,6,5.5,6.5,6.66666666666667,5,5.5,0.431548839799302,-0.180156678494897,0.548711406672586,0.174174198346597,-0.129244541847389,-0.285057542319455,-1.26947544751219,0.396917500419901,0.685500286361462,0.165149919260433,0.118605256219695,0.071252646995409,0.655847681007985,7
32,712,2,3,NA,17,NA,NA,-66,5,NA,NA,1,1,NA,NA,2,2,1,7,"M",6,"S","H",1,1,1,1,1,1,1,17,6,6,6,6,5,4,7,7,7,7,7,7,6,6,7,6,7,7,7,7,6,6,6,5,2,2,5,7,7,7,7,1,5,5,7,7,6,7,7,7,7,7,7,7,7,7,7,5,7,6,6,6,6,6,6,6,7,5,4,7,7,7,7,7,7,7,7,7,7,6,5,5,6,7,7,7,2,63,5,3,4,4,1,NA,NA,10,1,4,1,-77,3,1982,43,1,0,0.7,10000,2,7142.85714285714,"joint ok",-0.763987572864949,0.769745007501879,0.287942320824589,7,6,6,5.33333333333333,6,7,7,7,7,7,5.33333333333333,6.5,7,6.71428571428571,6.14285714285714,6.8,6.33333333333333,4.5,4.75,6.66666666666667,7,7,1.31426237575242,0.42036558315476,-0.0118915784727806,1.01943133738155,0.679299511415895,1.49944902342023,1.30378559474225,1.72188776916264,0.685500286361462,1.86068909033421,-0.517813191788424,0.882058630046615,1.03356100514871,7
33,941,3,1,NA,3,NA,NA,-66,7,NA,NA,1,1,1,"Vorstand in Spe",2,2,3,3,"R",9,"M","B",1,1,1,1,1,1,1,3,6,5,6,6,7,5,6,5,7,6,7,7,6,6,6,6,5,6,6,6,4,6,6,6,6,5,6,5,6,4,5,5,4,4,7,7,6,7,7,6,5,7,7,7,7,6,7,7,7,6,5,3,3,2,7,7,2,5,3,6,4,7,5,7,6,6,4,7,7,5,5,7,7,6,7,7,1,72,8,30,3,2,1,NA,NA,4,2,-77,-77,2,5,1991,34,0,0,NA,3000,3,3000,"not joint ok",-1.40641200418117,1.95488895373339,-0.560799036561136,6.75,2.66666666666667,7,3.33333333333333,6.25,5.66666666666667,6,6,7,5.33333333333333,5.66666666666667,6.5,7,5.57142857142857,5.71428571428571,6.4,5.33333333333333,6,4.5,6.66666666666667,6.33333333333333,6.5,1.02002453043471,-2.58224572509352,1.10931439181795,-0.24845437117088,0.881435524731716,0.479730985854694,0.274481177840473,0.775480434346397,0.685500286361462,0.649589682424369,-0.199603967784364,0.882058630046615,1.03356100514871,7
36,565,1,1,NA,3,NA,NA,-66,7,NA,1,NA,NA,NA,NA,1,1,5,4,"J",4,"K","B",1,1,1,1,1,1,1,3,5,2,7,7,7,6,6,5,5,5,5,6,7,7,3,5,3,5,5,5,7,5,5,1,1,3,1,4,1,1,4,4,2,7,7,3,7,5,6,7,7,7,7,7,7,7,7,7,7,7,7,6,4,5,7,7,2,1,2,7,6,6,6,7,2,2,2,6,7,7,7,7,7,7,7,7,2,60,4,2,5,1,2,"British",NA,10,1,3,1,-77,2,1979,46,1,0,0.5,10000,2,10000,"joint ok",-0.549846095759541,0.374697025424709,0.873281187987158,7,5,7,1.66666666666667,7,6.33333333333333,6.5,3.8,6.5,2,7,7,7,3.57142857142857,5,5.2,5.66666666666667,2,4,5.66666666666667,7,6.5,1.31426237575242,-0.480417809319725,1.10931439181795,-1.30502579496457,1.48784356467918,0.98959000463746,0.789133386291359,-1.30661570224933,0.201099655742014,-1.77260913339531,1.07323292823187,1.28746162157222,1.03356100514871,5
38,1248,2,3,NA,99,"les chênes-verts",NA,-66,20,1,NA,NA,NA,NA,NA,NA,1,2,7,"M",5,"Y","M",1,1,1,1,1,1,1,NA,7,7,7,1,7,7,7,5,7,6,6,7,1,7,6,7,6,7,7,7,4,7,4,7,7,7,7,7,7,1,5,1,5,4,7,6,7,7,6,5,6,4,6,7,6,4,4,1,1,1,1,7,7,7,7,7,6,5,5,4,2,5,5,4,4,4,3,3,5,5,5,5,2,2,2,1,2,33,2,0,5,5,2,NA,NA,6,1,4,4,-77,0,1952,73,1,0,0.7,5000,2,3571.42857142857,"joint ok",1.37742719818913,-0.41539893872963,-0.443731263128622,5.25,7,7,5.33333333333333,1,3.66666666666667,4.5,3.8,4,3.66666666666667,5,2,1.5,5.85714285714286,6.85714285714286,5.2,6,6.25,5.25,6.66666666666667,5.33333333333333,5.5,-0.745402541471523,1.32114897562925,1.10931439181795,1.01943133738155,-3.36342075490052,-1.0498460704936,-1.26947544751219,-1.30661570224933,-2.22090349735523,-0.561509725485472,-0.836022415792483,-2.76656829368381,-3.12128556039926,7
42,694,2,4,NA,99,"des cheminots le pradex",NA,-66,13,NA,1,NA,NA,NA,NA,NA,NA,3,3,"D",5,"m","c",1,1,1,1,1,1,1,NA,7,7,6,4,7,7,7,7,6,6,5,4,6,7,6,7,5,7,6,5,7,6,6,7,5,4,6,7,6,6,6,5,4,5,6,6,3,6,4,5,4,3,5,7,7,6,6,7,7,6,5,7,7,6,6,7,5,3,4,5,5,5,6,6,5,5,4,6,6,5,5,5,6,6,5,6,2,61,4,2,2,4,1,NA,NA,9,1,4,1,-77,2,1980,45,1,0,0.7,8000,2,5714.28571428571,"joint ok",-0.62122658812801,0.374697025424709,-0.00472711275669514,6.5,6.66666666666667,6.5,4,6.25,5,6,5.2,6,4.66666666666667,5,6,5.5,6.57142857142857,6.57142857142857,5.4,6,6,4.75,5,4,4.5,0.725786685117008,1.02088784480442,0.548711406672586,0.174174198346597,0.881435524731716,-0.0301280329280723,0.274481177840473,0.018354566493406,-0.283300974877435,0.165149919260433,-0.836022415792483,0.476655638521012,-0.0995789672734637,6
43,865,2,3,NA,34,"les ailes",NA,-66,13,1,NA,NA,NA,NA,NA,NA,1,4,1,"B",8,"G","B",1,1,1,1,1,1,1,NA,1,1,7,6,7,4,7,7,7,1,4,1,1,7,5,1,4,2,5,4,4,1,1,1,1,1,1,1,1,1,1,7,1,1,1,1,2,7,5,5,4,4,4,5,7,4,4,4,7,4,4,4,5,5,5,4,1,1,2,7,7,7,7,7,5,5,5,7,7,7,7,7,7,7,6,7,1,43,4,0,5,1,2,"italie",NA,6,2,-77,-77,2,0,1962,63,0,0,NA,5000,4,5000,"not joint ok",0.663622274504435,0.374697025424709,-0.151061829547337,5,4.66666666666667,4.5,1.33333333333333,4.75,7,7,5.8,7,5,7,7,6.5,3.57142857142857,3.42857142857143,2.4,3,1,1,1.33333333333333,4,5,-1.03964038678923,-0.780678940144554,-1.69370053390888,-1.51634007972331,-0.33138055516321,1.49944902342023,1.30378559474225,0.586198967383149,0.685500286361462,0.407369800842401,1.07323292823187,1.28746162157222,0.655847681007985,7
